Name,job title,headline,summary,keywords,educations,experiences,skills,disqualified,candidate_profile,score
Candidate 109,senior unity developer,,,android|c#|ios|unity|game development,computer programming at istanbul aydın university (jan 2014 to dec 2017),senior unity developer at firebyte games (apr 2022 to oct 2023)  | full stack unity developer at upwork (nov 2021 to n/a)  | full stack unity developer at t games software and informatics (mar 2020 to jan 2022)  | unity developer at safrantek (may 2019 to mar 2020)  | software developer at trinoks (nov 2017 to may 2019),android|mobile games|c#|ios|unity,1,  computer programming at istanbul aydın university (jan 2014 to dec 2017) senior unity developer at firebyte games (apr 2022 to oct 2023)  | full stack unity developer at upwork (nov 2021 to n/a)  | full stack unity developer at t games software and informatics (mar 2020 to jan 2022)  | unity developer at safrantek (may 2019 to mar 2020)  | software developer at trinoks (nov 2017 to may 2019) android|mobile games|c#|ios|unity,0.6237800474670265
Candidate 110,lead generator,,,,,,microsoft excel|english,1,    microsoft excel|english,0.0
Candidate 111,qa engineer - manual,,,,"design and games at danki code academy (n/a to n/a)  |  social communication, advertising and marketing at federal university of acre (n/a to n/a)  | bachelor game design at anhembi morumbi university (n/a to n/a)",quality assurance engineer at wildlife studios (sep 2021 to oct 2022)  | quality assurance specialist associate at ibm brazil (mar 2020 to dec 2021),quality assurance|problem solving|attention to detail|defining requirements,1,"  design and games at danki code academy (n/a to n/a)  |  social communication, advertising and marketing at federal university of acre (n/a to n/a)  | bachelor game design at anhembi morumbi university (n/a to n/a) quality assurance engineer at wildlife studios (sep 2021 to oct 2022)  | quality assurance specialist associate at ibm brazil (mar 2020 to dec 2021) quality assurance|problem solving|attention to detail|defining requirements",0.026005048771150917
Candidate 112,qa engineer - manual,manual qa analyst,,,administration at oakton community college (n/a to n/a)  | csm certified scrum master at scrumalliance.org (n/a to n/a)  | associate of applied science computer network and systems at itt technical institute (n/a to n/a)  | certificate sql oracle database administrator at oakton community college (n/a to n/a),manual quality assurance analyst at opensponsorship (may 2022 to jan 2024)  | software quality assurance tester at it expert systems (jan 2021 to feb 2022)  | tester at business technology partners (mar 2016 to dec 2020)  | production support analyst at bunzl headquarters (jun 2015 to feb 2016),,1,manual qa analyst  administration at oakton community college (n/a to n/a)  | csm certified scrum master at scrumalliance.org (n/a to n/a)  | associate of applied science computer network and systems at itt technical institute (n/a to n/a)  | certificate sql oracle database administrator at oakton community college (n/a to n/a) manual quality assurance analyst at opensponsorship (may 2022 to jan 2024)  | software quality assurance tester at it expert systems (jan 2021 to feb 2022)  | tester at business technology partners (mar 2016 to dec 2020)  | production support analyst at bunzl headquarters (jun 2015 to feb 2016) ,0.14684259774671884
Candidate 113,qa engineer - manual,qa analyst,,,,quality assurance analyst at  (apr 2023 to n/a)  | tester at  (mar 2019 to apr 2023)  | executive office case specialist at wells fargo (aug 2016 to jan 2019),,1,qa analyst   quality assurance analyst at  (apr 2023 to n/a)  | tester at  (mar 2019 to apr 2023)  | executive office case specialist at wells fargo (aug 2016 to jan 2019) ,0.08826126868075132
Candidate 114,qa engineer - manual,,,,at metropolitan university of technology (mar 2011 to dec 2011)  |   at inacap (mar 2000 to dec 2006),senior quality control at  (nov 2018 to n/a)  | quality assurance engineer at mapcity (jun 2018 to nov 2018)  | software quality analyst at groupon latam (jul 2017 to may 2018)  | quality assurance engineer at nubox (jun 2015 to jul 2017)  | quality assurance analyst at consorcio bank (nov 2014 to jun 2015)  | quality assurance analyst at consorcio bank (jul 2014 to oct 2014)  | quality assurance analyst at aligare (jun 2012 to jun 2014)  | quality assurance analyst at testgroup (jul 2011 to jun 2012)  | end to end testing at  (oct 2008 to jun 2011)  | quality assurance consultant at testgroup (feb 2007 to jul 2021)  | quality assurance engineer at universidad de chile (n/a to n/a),quality assurance|javascript,1,  at metropolitan university of technology (mar 2011 to dec 2011)  |   at inacap (mar 2000 to dec 2006) senior quality control at  (nov 2018 to n/a)  | quality assurance engineer at mapcity (jun 2018 to nov 2018)  | software quality analyst at groupon latam (jul 2017 to may 2018)  | quality assurance engineer at nubox (jun 2015 to jul 2017)  | quality assurance analyst at consorcio bank (nov 2014 to jun 2015)  | quality assurance analyst at consorcio bank (jul 2014 to oct 2014)  | quality assurance analyst at aligare (jun 2012 to jun 2014)  | quality assurance analyst at testgroup (jul 2011 to jun 2012)  | end to end testing at  (oct 2008 to jun 2011)  | quality assurance consultant at testgroup (feb 2007 to jul 2021)  | quality assurance engineer at universidad de chile (n/a to n/a) quality assurance|javascript,0.03107447418622636
Candidate 115,qa engineer - manual,test analyst at ibm,,,,test analyst at ibm (nov 2021 to n/a),,1,test analyst at ibm   test analyst at ibm (nov 2021 to n/a) ,0.0
Candidate 116,senior unity developer,senior unity developer | 7+ years of expertise in software & game development | skilled in delivering high-quality products,,c#|ios|unity|gaming|game development,at 2016computer science (n/a to jul 2012),programmer at zitro (jan 2024 to n/a)  | developer at gaea global technology (jun 2023 to n/a)  | scientist at master's program (nov 2022 to n/a)  | unity developer at vgminds tech studios (may 2022 to n/a)  | game developer at nukebox studios (aug 2017 to n/a),c#|ios|programming|unity,1,senior unity developer | 7+ years of expertise in software & game development | skilled in delivering high-quality products  at 2016computer science (n/a to jul 2012) programmer at zitro (jan 2024 to n/a)  | developer at gaea global technology (jun 2023 to n/a)  | scientist at master's program (nov 2022 to n/a)  | unity developer at vgminds tech studios (may 2022 to n/a)  | game developer at nukebox studios (aug 2017 to n/a) c#|ios|programming|unity,0.5442016457136376
Candidate 117,qa engineer - manual,"a customer centric, detailed oriented quality analyst with technical and analytical skills.",,,,quality analyst at oneamerica financial (sep 2022 to n/a)  | quality assurance analyst at hsbc bank (mar 2021 to sep 2022)  | test analyst at hca healthcare (jan 2019 to feb 2021),microsoft azure,1,"a customer centric, detailed oriented quality analyst with technical and analytical skills.   quality analyst at oneamerica financial (sep 2022 to n/a)  | quality assurance analyst at hsbc bank (mar 2021 to sep 2022)  | test analyst at hca healthcare (jan 2019 to feb 2021) microsoft azure",0.0
Candidate 118,sr software engineer (obj-c & ios exp),,,objective-c|swift,"ios developer, objective c at iai? - instituto de artes interativas (jan 2011 to jan 2011)  |  web designer, high school/secondary diplomas and certificates at senac (jan 2008 to jan 2008)  |  actionscript 3 basic, high school/secondary diplomas and certificates at faculdade de informática e administração paulista (jan 2008 to jan 2008)  |  actionscript 3 advanced, high school/secondary diplomas and certificates at faculdade de informática e administração paulista (jan 2008 to jan 2009)  | bachelor's portuguese, english language and literature at são paulo state university (jan 2005 to jan 2006)",ios tech lead at banco modal (oct 2019 to dec 2022)  | lead mobile developer at maya (may 2013 to sep 2013)  | flash developer and developer at agenciaclick isobar (dec 2010 to oct 2011)  | flash developer at sampa.ad (apr 2010 to dec 2010)  | flash developer at bg interativa (mar 2010 to apr 2010)  | flash developer at fri.to (aug 2009 to feb 2010)  | flash developer at elleven criatividade (sep 2008 to aug 2009),,1,"  ios developer, objective c at iai? - instituto de artes interativas (jan 2011 to jan 2011)  |  web designer, high school/secondary diplomas and certificates at senac (jan 2008 to jan 2008)  |  actionscript 3 basic, high school/secondary diplomas and certificates at faculdade de informática e administração paulista (jan 2008 to jan 2008)  |  actionscript 3 advanced, high school/secondary diplomas and certificates at faculdade de informática e administração paulista (jan 2008 to jan 2009)  | bachelor's portuguese, english language and literature at são paulo state university (jan 2005 to jan 2006) ios tech lead at banco modal (oct 2019 to dec 2022)  | lead mobile developer at maya (may 2013 to sep 2013)  | flash developer and developer at agenciaclick isobar (dec 2010 to oct 2011)  | flash developer at sampa.ad (apr 2010 to dec 2010)  | flash developer at bg interativa (mar 2010 to apr 2010)  | flash developer at fri.to (aug 2009 to feb 2010)  | flash developer at elleven criatividade (sep 2008 to aug 2009) ",0.04520056470302872
Candidate 119,sr software engineer (obj-c & ios exp),,,swift|shell,bachelor computer science at centro universitário de brasília (jan 2007 to jan 2011),engineer at parallelstaff (dec 2023 to n/a)  | engineer at able (jan 2022 to dec 2023)  | senior software engineer and engineer at bairesdev (jan 2021 to dec 2021)  | senior software engineer and engineer at lojas renner s.a. (sep 2020 to jan 2021)  | senior software engineer and engineer at shell (nov 2019 to sep 2020)  | lead mobile engineer at ponderatti tecnologia (aug 2015 to nov 2019)  | system analyst at brasiliense cargo (sep 2013 to dec 2014)  | junior software engineer at ci&t (may 2011 to sep 2013)  | junior software engineer at intercamp sistemas (aug 2008 to may 2011),,1,  bachelor computer science at centro universitário de brasília (jan 2007 to jan 2011) engineer at parallelstaff (dec 2023 to n/a)  | engineer at able (jan 2022 to dec 2023)  | senior software engineer and engineer at bairesdev (jan 2021 to dec 2021)  | senior software engineer and engineer at lojas renner s.a. (sep 2020 to jan 2021)  | senior software engineer and engineer at shell (nov 2019 to sep 2020)  | lead mobile engineer at ponderatti tecnologia (aug 2015 to nov 2019)  | system analyst at brasiliense cargo (sep 2013 to dec 2014)  | junior software engineer at ci&t (may 2011 to sep 2013)  | junior software engineer at intercamp sistemas (aug 2008 to may 2011) ,0.1727116707148815
Candidate 120,sr software engineer (obj-c & ios exp),,,aws,information systems engineering at national technological university (jan 2013 to dec 2021)  |  computer programming at escuela técnica nº 35 - ing. eduardo latzina (jan 2007 to jan 2012),senior software engineer at embrace (mar 2022 to n/a)  | senior software engineer at ring (oct 2020 to feb 2022)  | senior software engineer at medallia (dec 2019 to sep 2020)  | software engineer ii at medallia (may 2017 to nov 2019)  | semi senior software developer at despegar.com (oct 2015 to apr 2017)  | junior software developer at despegar.com (apr 2014 to sep 2015)  | trainee software developer at despegar.com (jul 2013 to mar 2014)  | freelance software developer at ba minds (mar 2012 to oct 2015)  | web developer at gobierno de la ciudad de buenos aires (aug 2011 to nov 2012),,1,  information systems engineering at national technological university (jan 2013 to dec 2021)  |  computer programming at escuela técnica nº 35 - ing. eduardo latzina (jan 2007 to jan 2012) senior software engineer at embrace (mar 2022 to n/a)  | senior software engineer at ring (oct 2020 to feb 2022)  | senior software engineer at medallia (dec 2019 to sep 2020)  | software engineer ii at medallia (may 2017 to nov 2019)  | semi senior software developer at despegar.com (oct 2015 to apr 2017)  | junior software developer at despegar.com (apr 2014 to sep 2015)  | trainee software developer at despegar.com (jul 2013 to mar 2014)  | freelance software developer at ba minds (mar 2012 to oct 2015)  | web developer at gobierno de la ciudad de buenos aires (aug 2011 to nov 2012) ,0.16252361033043805
Candidate 121,sr software engineer (obj-c & ios exp),,,swift,engineer's degree computer science at national university of la matanza (mar 2012 to dec 2019)  | master applied economics at universidad argentina de la empresa (n/a to mar 2021),lead mobile engineer at clevertech (mar 2023 to sep 2023)  | engineer at clevertech (mar 2023 to nov 2023)  | senior software engineer at fabfitfun (feb 2023 to n/a)  | senior software engineer at hover (oct 2021 to jun 2022)  | lead mobile engineer at paway (dec 2020 to jun 2022)  | senior software engineer at fabfitfun (feb 2019 to feb 2020)  | lead mobile engineer at viome (aug 2018 to mar 2023)  | senior mobile engineer at pen pals (jul 2018 to feb 2019)  | senior software architect at dsc logistics (feb 2018 to sep 2019)  | senior software engineer at adistec (nov 2016 to feb 2018)  | senior software engineer at jpmorgan chase & co. (mar 2015 to nov 2016)  | software engineer at the walt disney (jan 2014 to mar 2015),,1,  engineer's degree computer science at national university of la matanza (mar 2012 to dec 2019)  | master applied economics at universidad argentina de la empresa (n/a to mar 2021) lead mobile engineer at clevertech (mar 2023 to sep 2023)  | engineer at clevertech (mar 2023 to nov 2023)  | senior software engineer at fabfitfun (feb 2023 to n/a)  | senior software engineer at hover (oct 2021 to jun 2022)  | lead mobile engineer at paway (dec 2020 to jun 2022)  | senior software engineer at fabfitfun (feb 2019 to feb 2020)  | lead mobile engineer at viome (aug 2018 to mar 2023)  | senior mobile engineer at pen pals (jul 2018 to feb 2019)  | senior software architect at dsc logistics (feb 2018 to sep 2019)  | senior software engineer at adistec (nov 2016 to feb 2018)  | senior software engineer at jpmorgan chase & co. (mar 2015 to nov 2016)  | software engineer at the walt disney (jan 2014 to mar 2015) ,0.1555645992547275
Candidate 122,sr software engineer (obj-c & ios exp),,,swift,associate's degree computer technology at isil aprende haciendo (mar 2009 to jul 2011)  | high school diploma high school/secondary certificate programs at colegio bryce arequipa (mar 2003 to dec 2005)  | secondary certificate  at liceo naval german astete (mar 1994 to dec 2000),engineer at scotiabank perú (mar 2023 to n/a)  | engineer at indra (aug 2022 to feb 2023)  | engineer at ntt data europe & latam (nov 2020 to aug 2022)  | developer at znerg it consulting (aug 2020 to nov 2020)  | developer at indra (nov 2018 to aug 2020)  | full stack developer at corporativo overall (jan 2018 to nov 2018)  | full stack engineer at alignet (jan 2017 to dec 2017)  | full stack developer at coolbox perú (oct 2016 to dec 2016)  | technical assistant at media networks (jan 2016 to sep 2016)  | assistant technician at financiera proempresa (jul 2013 to may 2016),,1,  associate's degree computer technology at isil aprende haciendo (mar 2009 to jul 2011)  | high school diploma high school/secondary certificate programs at colegio bryce arequipa (mar 2003 to dec 2005)  | secondary certificate  at liceo naval german astete (mar 1994 to dec 2000) engineer at scotiabank perú (mar 2023 to n/a)  | engineer at indra (aug 2022 to feb 2023)  | engineer at ntt data europe & latam (nov 2020 to aug 2022)  | developer at znerg it consulting (aug 2020 to nov 2020)  | developer at indra (nov 2018 to aug 2020)  | full stack developer at corporativo overall (jan 2018 to nov 2018)  | full stack engineer at alignet (jan 2017 to dec 2017)  | full stack developer at coolbox perú (oct 2016 to dec 2016)  | technical assistant at media networks (jan 2016 to sep 2016)  | assistant technician at financiera proempresa (jul 2013 to may 2016) ,0.026074364035969334
Candidate 123,sr software engineer (obj-c & ios exp),,,aws|swift,technician of information engineering computer science at federal center for technological education of rio de janeiro (jan 2009 to dec 2015),senior frontend engineer at nova friburgo (jan 2023 to dec 2024)  | senior software engineer at  (jan 2021 to dec 2022)  | senior full stack engineer at rg sistemas (jan 2020 to dec 2021)  | senior full stack developer at  (jan 2019 to dec 2020)  | technical lead at  (jan 2019 to dec 2020)  | android developer at  (jan 2018 to dec 2019)  | senior front end developer at  (jan 2018 to dec 2020)  | developer at creatorsneverdie (jan 2018 to dec 2019)  | senior ios at  (jan 2017 to dec 2019)  | robotics teacher at new fribourg (jan 2016 to dec 2017)  | web development teacher at rio de janeiro (jan 2015 to dec 2019),,1,  technician of information engineering computer science at federal center for technological education of rio de janeiro (jan 2009 to dec 2015) senior frontend engineer at nova friburgo (jan 2023 to dec 2024)  | senior software engineer at  (jan 2021 to dec 2022)  | senior full stack engineer at rg sistemas (jan 2020 to dec 2021)  | senior full stack developer at  (jan 2019 to dec 2020)  | technical lead at  (jan 2019 to dec 2020)  | android developer at  (jan 2018 to dec 2019)  | senior front end developer at  (jan 2018 to dec 2020)  | developer at creatorsneverdie (jan 2018 to dec 2019)  | senior ios at  (jan 2017 to dec 2019)  | robotics teacher at new fribourg (jan 2016 to dec 2017)  | web development teacher at rio de janeiro (jan 2015 to dec 2019) ,0.058153630918108636
Candidate 124,sr software engineer (obj-c & ios exp),,,objective-c|aws|swift,master finance at universidad anáhuac méxico norte (jan 2016 to jan 2018)  | bachelor computer and information sciences at instituto tecnológico de ciudad madero (jan 2007 to jan 2012),software engineer at segmed (nov 2021 to n/a)  | back end developer at bairesdev (aug 2021 to nov 2021)  | back end developer at lumina software (jan 2021 to aug 2021)  | full stack engineer at unión mexicana del norte (jan 2014 to jan 2021)  | system analyst at iest - red de universidades anáhuac (oct 2012 to dec 2013)  | developer junior at objectwave (feb 2011 to oct 2012),,1,  master finance at universidad anáhuac méxico norte (jan 2016 to jan 2018)  | bachelor computer and information sciences at instituto tecnológico de ciudad madero (jan 2007 to jan 2012) software engineer at segmed (nov 2021 to n/a)  | back end developer at bairesdev (aug 2021 to nov 2021)  | back end developer at lumina software (jan 2021 to aug 2021)  | full stack engineer at unión mexicana del norte (jan 2014 to jan 2021)  | system analyst at iest - red de universidades anáhuac (oct 2012 to dec 2013)  | developer junior at objectwave (feb 2011 to oct 2012) ,0.0599064105971373
Candidate 125,sr software engineer (obj-c & ios exp),,,objective-c|aws|swift,"profesor formación y desarrollo profesional de profesorado, niveles y métodos específicos at monterrey institute of technology and higher education (jan 1998 to jan 2004)  |  cursos básico, medio y avanzado de administración de proyectos, gestión de proyectos at monterrey institute of technology and higher education (jan 1998 to jan 2004)  |  maestría, administración y gestión de empresas, general at monterrey institute of technology and higher education (jan 1998 to jan 2001)  | bachelor sistemas inteligentes at monterrey institute of technology and higher education (jan 1995 to jan 1997)  |  ingeniero, sistemas electrónicos at monterrey institute of technology and higher education (jan 1993 to jan 1997)","developer at svitla systems (oct 2023 to jun 2024)  | developer at innovaward (mar 2023 to jun 2023)  | senior developer and product owner at 3hbc (jun 2022 to mar 2023)  | developer at everbridge (dec 2021 to may 2022)  | lead ios developer at davila tax services (mar 2020 to dec 2021)  | senior mobile developer at veracitrus (aug 2019 to mar 2020)  | senior mobile developer at helpi (oct 2018 to aug 2019)  | senior web and developer at innovaward (jan 2017 to oct 2018)  | senior ios developer at himommy (feb 2016 to jan 2017)  | software manager and lead ios developer at interfactura, sapi de cv (may 2014 to feb 2016)  | mobile developer at spactum (jan 2005 to may 2014)  | software developer at tecnológico de monterrey (jan 1998 to jan 2005)",,1,"  profesor formación y desarrollo profesional de profesorado, niveles y métodos específicos at monterrey institute of technology and higher education (jan 1998 to jan 2004)  |  cursos básico, medio y avanzado de administración de proyectos, gestión de proyectos at monterrey institute of technology and higher education (jan 1998 to jan 2004)  |  maestría, administración y gestión de empresas, general at monterrey institute of technology and higher education (jan 1998 to jan 2001)  | bachelor sistemas inteligentes at monterrey institute of technology and higher education (jan 1995 to jan 1997)  |  ingeniero, sistemas electrónicos at monterrey institute of technology and higher education (jan 1993 to jan 1997) developer at svitla systems (oct 2023 to jun 2024)  | developer at innovaward (mar 2023 to jun 2023)  | senior developer and product owner at 3hbc (jun 2022 to mar 2023)  | developer at everbridge (dec 2021 to may 2022)  | lead ios developer at davila tax services (mar 2020 to dec 2021)  | senior mobile developer at veracitrus (aug 2019 to mar 2020)  | senior mobile developer at helpi (oct 2018 to aug 2019)  | senior web and developer at innovaward (jan 2017 to oct 2018)  | senior ios developer at himommy (feb 2016 to jan 2017)  | software manager and lead ios developer at interfactura, sapi de cv (may 2014 to feb 2016)  | mobile developer at spactum (jan 2005 to may 2014)  | software developer at tecnológico de monterrey (jan 1998 to jan 2005) ",0.06314706805174063
Candidate 126,sr software engineer (obj-c & ios exp),,,objective-c|swift,computer science at federal university of pernambuco (mar 2016 to mar 2020),software engineer at nubank (mar 2022 to n/a)  | ios developer at picpay (jul 2020 to mar 2022)  | ios developer at premiersoft (jan 2020 to jul 2020)  | ios developer at apple developer academy | ufpe (jan 2018 to jan 2020),,1,  computer science at federal university of pernambuco (mar 2016 to mar 2020) software engineer at nubank (mar 2022 to n/a)  | ios developer at picpay (jul 2020 to mar 2022)  | ios developer at premiersoft (jan 2020 to jul 2020)  | ios developer at apple developer academy | ufpe (jan 2018 to jan 2020) ,0.19815848468011416
Candidate 127,sr software engineer (obj-c & ios exp),,,objective-c|aws|swift,bachelor of science computer science at estácio (jan 2019 to dec 2023)  | bachelor of science computer science at federal university of pernambuco (n/a to jan 2014),engineer at picpay (oct 2023 to apr 2024)  | co-founder at rover labs (feb 2021 to jul 2022)  | developer at elixxir (dec 2018 to aug 2023)  | developer at supercharge (aug 2016 to dec 2018)  | developer at mesa mobile thinking (aug 2015 to feb 2016)  | junior developer at hotlink | internet & data center (dec 2014 to apr 2015),,1,  bachelor of science computer science at estácio (jan 2019 to dec 2023)  | bachelor of science computer science at federal university of pernambuco (n/a to jan 2014) engineer at picpay (oct 2023 to apr 2024)  | co-founder at rover labs (feb 2021 to jul 2022)  | developer at elixxir (dec 2018 to aug 2023)  | developer at supercharge (aug 2016 to dec 2018)  | developer at mesa mobile thinking (aug 2015 to feb 2016)  | junior developer at hotlink | internet & data center (dec 2014 to apr 2015) ,0.009570400152263328
Candidate 128,sr software engineer (obj-c & ios exp),,,objective-c|aws|swift,computer software engineering at universidad tecnológica de méxico (jan 2012 to jan 2015),developer at grupo salinas (aug 2018 to aug 2020)  | developer at anzen digital (dec 2016 to apr 2018)  | operations specialist at deloitte méxico (jul 2015 to dec 2015)  | junior developer at elka soluciones méxico (apr 2013 to mar 2015),,1,  computer software engineering at universidad tecnológica de méxico (jan 2012 to jan 2015) developer at grupo salinas (aug 2018 to aug 2020)  | developer at anzen digital (dec 2016 to apr 2018)  | operations specialist at deloitte méxico (jul 2015 to dec 2015)  | junior developer at elka soluciones méxico (apr 2013 to mar 2015) ,0.028269664710935262
Candidate 129,sr software engineer (obj-c & ios exp),,,aws,"information technology project management at beedie school of business (mar 2023 to may 2024)  |  superior em análise e desenvolvimento de sistemas, ti at universidade luterana do brasil (jan 2011 to jan 2013)",developer at banco itaú (nov 2022 to n/a)  | mobile tech lead at ibm (sep 2021 to oct 2022)  | technical lead at mobo cupons (oct 2020 to nov 2021)  | mobile tech lead at dragon venture capital (sep 2019 to aug 2020)  | developer at cwi software (sep 2018 to sep 2019)  | xamarin developer at numeria informática (jun 2018 to sep 2018)  | professor at targettrust - treinamento e tecnologia (apr 2015 to apr 2015)  | developer at zap imóveis (dec 2014 to jun 2018)  | ios developer at apple developer academy (nov 2013 to dec 2014),,1,"  information technology project management at beedie school of business (mar 2023 to may 2024)  |  superior em análise e desenvolvimento de sistemas, ti at universidade luterana do brasil (jan 2011 to jan 2013) developer at banco itaú (nov 2022 to n/a)  | mobile tech lead at ibm (sep 2021 to oct 2022)  | technical lead at mobo cupons (oct 2020 to nov 2021)  | mobile tech lead at dragon venture capital (sep 2019 to aug 2020)  | developer at cwi software (sep 2018 to sep 2019)  | xamarin developer at numeria informática (jun 2018 to sep 2018)  | professor at targettrust - treinamento e tecnologia (apr 2015 to apr 2015)  | developer at zap imóveis (dec 2014 to jun 2018)  | ios developer at apple developer academy (nov 2013 to dec 2014) ",0.049245718504829804
Candidate 130,sr software engineer (obj-c & ios exp),,,objective-c,information technology at udacity brasil (jan 2016 to dec 2018)  |  information technology at udemy academy (jan 2014 to dec 2018)  |   at visualizado por sofia garin (n/a to aug 2024),senior software engineer at  (jan 2021 to n/a)  | senior software engineer at  (jan 2020 to n/a)  | full stack developer at  (jan 2018 to dec 2020)  | javascript developer at  (jan 2016 to dec 2020)  | developer at tom comunicação (jan 2011 to dec 2016)  | fullstack developer at sapien interactive (jan 2007 to dec 2011)  | unibh at formação acadêmica (jan 2006 to dec 2008),,1,  information technology at udacity brasil (jan 2016 to dec 2018)  |  information technology at udemy academy (jan 2014 to dec 2018)  |   at visualizado por sofia garin (n/a to aug 2024) senior software engineer at  (jan 2021 to n/a)  | senior software engineer at  (jan 2020 to n/a)  | full stack developer at  (jan 2018 to dec 2020)  | javascript developer at  (jan 2016 to dec 2020)  | developer at tom comunicação (jan 2011 to dec 2016)  | fullstack developer at sapien interactive (jan 2007 to dec 2011)  | unibh at formação acadêmica (jan 2006 to dec 2008) ,0.054871639704546255
Candidate 131,sr software engineer (obj-c & ios exp),,,swift,"ios developer at irina pacino: ios development course (jan 2016 to jan 2016)  |  gamification at coursera (jan 2015 to jan 2015)  |  web developer at southern arizona community academy (jan 2012 to jan 2013)  | bachelor of engineering systems and networks at belarusian state university of informatics and radioelectronics (jan 2005 to jan 2007)  | bachelor of engineering production at bsuir affiliate ""minsk radioengineering college"" (jan 2001 to jan 2005)",app developer at intetics (nov 2019 to jul 2023)  | app developer at hepsiburada (nasdaq: heps) (jan 2019 to may 2019)  | developer at greyloud (sep 2018 to dec 2019)  | developer at medical startup (jan 2017 to apr 2018)  | devops( 250 pcs. + 8 srv linux и win at schmitz cargobull ag (jan 2010 to dec 2016)  | network technician at xorex-service (jan 2003 to jan 2004),,1,"  ios developer at irina pacino: ios development course (jan 2016 to jan 2016)  |  gamification at coursera (jan 2015 to jan 2015)  |  web developer at southern arizona community academy (jan 2012 to jan 2013)  | bachelor of engineering systems and networks at belarusian state university of informatics and radioelectronics (jan 2005 to jan 2007)  | bachelor of engineering production at bsuir affiliate ""minsk radioengineering college"" (jan 2001 to jan 2005) app developer at intetics (nov 2019 to jul 2023)  | app developer at hepsiburada (nasdaq: heps) (jan 2019 to may 2019)  | developer at greyloud (sep 2018 to dec 2019)  | developer at medical startup (jan 2017 to apr 2018)  | devops( 250 pcs. + 8 srv linux и win at schmitz cargobull ag (jan 2010 to dec 2016)  | network technician at xorex-service (jan 2003 to jan 2004) ",0.057945597919667795
Candidate 132,sr software engineer (obj-c & ios exp),,,swift,engineering and information technologies at santiago mariño polytechnic university institute (jan 2009 to jan 2013),software engineer and developer at mercado libre (jun 2023 to mar 2024)  | developer at freelance (oct 2022 to jul 2023)  | developer and net developer at hexasystems (aug 2021 to jul 2022)  | software developer at achilles group (jul 2020 to jul 2021)  | developer and net developer at hexasystems (may 2019 to jun 2020)  | software developer at majorel iberia & latam (feb 2018 to apr 2019)  | software development lead at hexasystems (feb 2017 to dec 2017)  | application developer at ibm (jun 2016 to sep 2016)  | senior software developer at menpet (oct 2009 to mar 2016)  | senior software developer and team lead at seijas & seijas investigaciones estadisticas (feb 2006 to may 2016)  | analyst at pdvsa petroleos de venezuela s.a. (jan 2003 to may 2004),,1,  engineering and information technologies at santiago mariño polytechnic university institute (jan 2009 to jan 2013) software engineer and developer at mercado libre (jun 2023 to mar 2024)  | developer at freelance (oct 2022 to jul 2023)  | developer and net developer at hexasystems (aug 2021 to jul 2022)  | software developer at achilles group (jul 2020 to jul 2021)  | developer and net developer at hexasystems (may 2019 to jun 2020)  | software developer at majorel iberia & latam (feb 2018 to apr 2019)  | software development lead at hexasystems (feb 2017 to dec 2017)  | application developer at ibm (jun 2016 to sep 2016)  | senior software developer at menpet (oct 2009 to mar 2016)  | senior software developer and team lead at seijas & seijas investigaciones estadisticas (feb 2006 to may 2016)  | analyst at pdvsa petroleos de venezuela s.a. (jan 2003 to may 2004) ,0.09058767905843906
